org_id,asn
ORG-CJSC19-RIPE,196797
ORG-CJSC19-RIPE,197333
ORG-GC21-RIPE,6682
ORG-GC21-RIPE,49800
ORG-GC21-RIPE,196709
ORG-JR8-RIPE,2878
ORG-JR8-RIPE,3239
ORG-JR8-RIPE,5573
ORG-JR8-RIPE,5591
ORG-JR8-RIPE,6828
ORG-JR8-RIPE,6863
ORG-JR8-RIPE,8249
ORG-JR8-RIPE,8382
ORG-JR8-RIPE,8443
ORG-JR8-RIPE,8557
ORG-JR8-RIPE,8570
ORG-JR8-RIPE,8594
ORG-JR8-RIPE,8675
ORG-JR8-RIPE,8828
ORG-JR8-RIPE,8997
ORG-JR8-RIPE,12332
ORG-JR8-RIPE,12380
ORG-JR8-RIPE,12389
ORG-JR8-RIPE,12683
ORG-JR8-RIPE,12705
ORG-JR8-RIPE,12730
ORG-JR8-RIPE,12846
ORG-JR8-RIPE,13056
ORG-JR8-RIPE,13118
ORG-JR8-RIPE,15468
ORG-JR8-RIPE,15500
ORG-JR8-RIPE,15759
ORG-JR8-RIPE,15934
ORG-JR8-RIPE,16054
ORG-JR8-RIPE,16287
ORG-JR8-RIPE,16301
ORG-JR8-RIPE,20519
ORG-JR8-RIPE,21017
ORG-JR8-RIPE,21289
ORG-JR8-RIPE,21378
ORG-JR8-RIPE,21479
ORG-JR8-RIPE,21487
ORG-JR8-RIPE,24612
ORG-JR8-RIPE,24665
ORG-JR8-RIPE,24699
ORG-JR8-RIPE,24783
ORG-JR8-RIPE,24789
ORG-JR8-RIPE,24810
ORG-JR8-RIPE,24873
ORG-JR8-RIPE,25008
ORG-JR8-RIPE,25405
ORG-JR8-RIPE,25436
ORG-JR8-RIPE,25490
ORG-JR8-RIPE,25510
ORG-JR8-RIPE,25515
ORG-JR8-RIPE,28719
ORG-JR8-RIPE,28802
ORG-JR8-RIPE,28860
ORG-JR8-RIPE,29069
ORG-JR8-RIPE,29456
ORG-JR8-RIPE,30749
ORG-JR8-RIPE,30974
ORG-JR8-RIPE,31094
ORG-JR8-RIPE,31185
ORG-JR8-RIPE,31353
ORG-JR8-RIPE,31496
ORG-JR8-RIPE,33887
ORG-JR8-RIPE,33934
ORG-JR8-RIPE,34137
ORG-JR8-RIPE,34168
ORG-JR8-RIPE,34205
ORG-JR8-RIPE,34267
ORG-JR8-RIPE,34297
ORG-JR8-RIPE,34449
ORG-JR8-RIPE,34584
ORG-JR8-RIPE,34875
ORG-JR8-RIPE,34974
ORG-JR8-RIPE,35078
ORG-JR8-RIPE,35125
ORG-JR8-RIPE,35154
ORG-JR8-RIPE,35177
ORG-JR8-RIPE,35389
ORG-JR8-RIPE,35400
ORG-JR8-RIPE,35516
ORG-JR8-RIPE,35531
ORG-JR8-RIPE,38951
ORG-JR8-RIPE,38985
ORG-JR8-RIPE,39054
ORG-JR8-RIPE,39229
ORG-JR8-RIPE,39407
ORG-JR8-RIPE,41134
ORG-JR8-RIPE,41440
ORG-JR8-RIPE,42091
ORG-JR8-RIPE,42362
ORG-JR8-RIPE,42448
ORG-JR8-RIPE,42548
ORG-JR8-RIPE,42610
ORG-JR8-RIPE,42825
ORG-JR8-RIPE,43053
ORG-JR8-RIPE,43132
ORG-JR8-RIPE,43468
ORG-JR8-RIPE,43574
ORG-JR8-RIPE,43975
ORG-JR8-RIPE,44237
ORG-JR8-RIPE,44412
ORG-JR8-RIPE,44467
ORG-JR8-RIPE,47460
ORG-JR8-RIPE,51281
ORG-JR8-RIPE,56341
ORG-JR8-RIPE,56350
ORG-JR8-RIPE,196747
ORG-MCC1-RIPE,12538
ORG-MCC1-RIPE,12958
ORG-MCC1-RIPE,15378
ORG-MCC1-RIPE,28702
ORG-MCC1-RIPE,29412
ORG-MCC1-RIPE,34266
ORG-MCC1-RIPE,34287
ORG-MCC1-RIPE,39374
ORG-MCC1-RIPE,39462
ORG-MCC1-RIPE,39475
ORG-MCC1-RIPE,41330
ORG-MCC1-RIPE,41592
ORG-MCC1-RIPE,42437
ORG-MCC1-RIPE,44711
ORG-MCC1-RIPE,48092
ORG-MCC1-RIPE,48190
ORG-MCC1-RIPE,49331
ORG-AA49-RIPE,8439
ORG-AA49-RIPE,48753
ORG-AA49-RIPE,50514
ORG-BC2-RIPE,28812
ORG-BC2-RIPE,28881
ORG-FSUE2-RIPE,48302
ORG-GL4-RIPE,30733
ORG-GL4-RIPE,44982
ORG-GL4-RIPE,50565
ORG-GL4-RIPE,51804
ORG-IA562-RIPE,34892
ORG-IL159-RIPE,49291
ORG-JTN1-RIPE,21127
ORG-LR7-RIPE,44733
ORG-LTM3-RIPE,31436
ORG-LTM3-RIPE,44927
ORG-MGC1-RIPE,41024
ORG-MGC1-RIPE,44587
ORG-MNL1-RIPE,31257
ORG-MNL1-RIPE,50427
ORG-MTC3-RIPE,8470
ORG-OTL21-RIPE,204137
ORG-RA25-RIPE,8342
ORG-RSCC1-RIPE,57107
ORG-TL274-RIPE,60388
ORG-UL32-RIPE,15638
ORG-SSTC1-RIPE,25019
ORG-SSTC1-RIPE,31177
ORG-SSTC1-RIPE,39386
ORG-SSTC1-RIPE,39891
ORG-SSTC1-RIPE,41426
ORG-KTCA1-RIPE,47589
ORG-QGTC1-RIPE,9155
ORG-VBBC1-RIPE,51375
ORG-AFIS1-RIPE,25233
ORG-AFIS1-RIPE,43987
ORG-AFIS1-RIPE,58250
ORG-AFIS1-RIPE,201768
ORG-AFIS1-RIPE,201769
ORG-AFIS1-RIPE,201771
ORG-DTC8-RIPE,202392
ORG-TA1002-RIPE,49769
ORG-SID2-RIPE,2610
ORG-SID2-RIPE,5603
ORG-SID2-RIPE,8307
ORG-SID2-RIPE,42681
ORG-IA73-RIPE,21246
ORG-STE1-RIPE,29256
ORG-STE1-RIPE,29386
ORG-STE1-RIPE,201550
ORG-OJSC22-RIPE,51346
ORG-AAC6-RIPE,59974
ORG-TIN2-RIPE,20661
ORG-TNOA1-RIPE,51495
ORG-CAT1-RIPE,20521
ORG-CCSL13-RIPE,35432
ORG-MCL12-RIPE,35356
ORG-TUHV1-RIPE,47524
ORG-UNCN1-RIPE,8193
ORG-UNCN1-RIPE,28910
ORG-UNCN1-RIPE,202660
ORG-FECL1-RIPE,49273
ORG-JC7-RIPE,34250
ORG-JC7-RIPE,197486
ORG-JC7-RIPE,201767
ORG-JC7-RIPE,202175
ORG-UMSL2-RIPE,64466
ORG-HSVC1-RIPE,8978
ORG-PTC4-RIPE,30873
APUA-1-ARIN,11594
BTC-16-ARIN,8014
