asn,conglomerate,org_id,org_name,ownership_percentage,ownership_cc,ownership_country_name,rir,source,quote,quote_lang,url,additional_info,inputs,parent_org,target_cc,target_country_name
37061,KE-SAFARICOM,ORG-SL70-AFRINIC,Safaricom Limited,35.0,KE,Kenya,AFRINIC,Company's annual report,35% Government of Kenya (GoK) (page 6),English,https://www.safaricom.co.ke/images/Downloads/2021_Annual_Report_Single_Spread_Final.pdf,,"G, E",,,
42961,KW-ZAIN,ORG-MTC1-RIPE,Mobile Telecommunications Company,24.22,KW,Kuwait,RIPE,Company's website,Shareholder Kuwait Investment Authority (24.22%),English,https://www.zain.com/en/investor-relations/shareholders-dividends/,"The Kuwait Investment Authority (KIA) was then established in 1982 as KIO's parent organization. KIA’s main functions include managing the State's Reserve, the FGF and any other funds entrusted to the KIA by the Minister of Finance. (https://kia.gov.kw/about-kia/)","G, E",,,
12847,LV-LMT,ORG-LMTC1-RIPE,Latvian Mobile Telephone Co.,28.0,LV,Latvia,RIPE,Company's website,"Shareholding structure of LMT - distribution of shareholding among Latvian State Radio and Television Centre SJSC (23%), SIA TET, the Republic of Latvia (5%), Telia Company AB, and Sonera Holding B.V.",English,https://www.lmt.lv/en/about-lmt,,E,,,
24921,LV-LMT,ORG-LMTC1-RIPE,Latvian Mobile Telephone Co.,28.0,LV,Latvia,RIPE,Company's website,"Shareholding structure of LMT - distribution of shareholding among Latvian State Radio and Television Centre SJSC (23%), SIA TET, the Republic of Latvia (5%), Telia Company AB, and Sonera Holding B.V.",English,https://www.lmt.lv/en/about-lmt,,E,,,
6713,MA-IAM,@aut-6713-RIPE,Itissalat Al-MAGHRIB,30.0,MA,Morocco,AFRINIC,Company's annual report,Kingdom of Morocco: 30%;,English,https://www.iam.ma/Lists/TelechargementFinance/Attachments/1175/Financial_report_2018.pdf,,"G, E, W",,,
25139,MZ-TDM,ORG-TCML1-RIPE,"TVCABO - Comunicacoes Multimedia, Lda.",50.0,MZ,Mozambique,AFRINIC,Company's website,"TV Cabo: tem como vocacao a provisao de televisao por cabo, multimedia e internet. Esta subsidiaria e resultado duma parceria entre a TDM e o Grupo Visabeira, sendo que ambas as partes detem cada uma 50% do capital social.",Portuguese,http://www.tdm.co.mz/portdm/grupo_v2.html,The merger of Mozambique’s state-backed telecoms operators Telecomunicacoes de Mocambique (TDM) and mCel has been completed. The enlarged firm has been rebranded Mocambique Telecom and is operating under the new name Tmcel (https://www.commsupdate.com/articles/2019/01/21/mozambique-telcos-complete-merger/),"G, E",,,
37228,RW-KTRN,ORG-ORN1-AFRINIC,KT RWANDA NETWORK Ltd,49.0,RW,Rwanda,AFRINIC,United Nations,"Of note are the two joint ventures the government established with Korea Telecom (KT) in 2013, KT Rwanda Networks (KTRN) and Africa olleh Services (AoS). The government share is 49% in each",English,https://unohrlls.org/custom-content/uploads/2017/07/Leveraging-Investments-in-Broadband-for-National-Development-2017.pdf,,"G, E",,,
327755,RW-KTRN,ORG-ORN1-AFRINIC,KT RWANDA NETWORK Ltd,49.0,RW,Rwanda,AFRINIC,United Nations,"Of note are the two joint ventures the government established with Korea Telecom (KT) in 2013, KT Rwanda Networks (KTRN) and Africa olleh Services (AoS). The government share is 49% in each",English,https://unohrlls.org/custom-content/uploads/2017/07/Leveraging-Investments-in-Broadband-for-National-Development-2017.pdf,,"G, E",,,
15706,SD-SUDATEL,@aut-15706-RIPE,Sudatel Telecom Group,22.0,SD,Sudan,AFRINIC,Freedom House,The government owns more than a 20 percent share in Sudatel,English,https://freedomhouse.org/country/sudan/freedom-net/2019,,"G, E",,,
1729,SE-TELIA,ORG-TA45-RIPE,Telia Company AB,37.3,SE,Sweden,RIPE,Company's website,"The number of shareholders decreased during 2019 from 483,356 to 471,959. Ownership by the Swedish government as a percentage of outstanding shares was 38.4 percent",English,https://www.teliacompany.com/en/about-the-company/corporate-governance/shareholders/,,"G, E",,,
3301,SE-TELIA,ORG-TA45-RIPE,Telia Company AB,37.3,SE,Sweden,RIPE,Company's website,"The number of shareholders decreased during 2019 from 483,356 to 471,959. Ownership by the Swedish government as a percentage of outstanding shares was 38.4 percent",English,https://www.teliacompany.com/en/about-the-company/corporate-governance/shareholders/,,"G, E",,,
3309,SE-TELIA,ORG-TA45-RIPE,Telia Company AB,37.3,SE,Sweden,RIPE,Company's website,"The number of shareholders decreased during 2019 from 483,356 to 471,959. Ownership by the Swedish government as a percentage of outstanding shares was 38.4 percent",English,https://www.teliacompany.com/en/about-the-company/corporate-governance/shareholders/,,"G, E",,,
8233,SE-TELIA,ORG-TA45-RIPE,Telia Company AB,37.3,SE,Sweden,RIPE,Company's website,"The number of shareholders decreased during 2019 from 483,356 to 471,959. Ownership by the Swedish government as a percentage of outstanding shares was 38.4 percent",English,https://www.teliacompany.com/en/about-the-company/corporate-governance/shareholders/,,"G, E",,,
8516,SE-TELIA,ORG-TA45-RIPE,Telia Company AB,37.3,SE,Sweden,RIPE,Company's website,"The number of shareholders decreased during 2019 from 483,356 to 471,959. Ownership by the Swedish government as a percentage of outstanding shares was 38.4 percent",English,https://www.teliacompany.com/en/about-the-company/corporate-governance/shareholders/,,"G, E",,,
8532,SE-TELIA,ORG-TA45-RIPE,Telia Company AB,37.3,SE,Sweden,RIPE,Company's website,"The number of shareholders decreased during 2019 from 483,356 to 471,959. Ownership by the Swedish government as a percentage of outstanding shares was 38.4 percent",English,https://www.teliacompany.com/en/about-the-company/corporate-governance/shareholders/,,"G, E",,,
8837,SE-TELIA,ORG-TA45-RIPE,Telia Company AB,37.3,SE,Sweden,RIPE,Company's website,"The number of shareholders decreased during 2019 from 483,356 to 471,959. Ownership by the Swedish government as a percentage of outstanding shares was 38.4 percent",English,https://www.teliacompany.com/en/about-the-company/corporate-governance/shareholders/,,"G, E",,,
8979,SE-TELIA,ORG-TA45-RIPE,Telia Company AB,37.3,SE,Sweden,RIPE,Company's website,"The number of shareholders decreased during 2019 from 483,356 to 471,959. Ownership by the Swedish government as a percentage of outstanding shares was 38.4 percent",English,https://www.teliacompany.com/en/about-the-company/corporate-governance/shareholders/,,"G, E",,,
1299,SE-TELIA,ORG-TCA23-RIPE,Telia Company AB,37.3,SE,Sweden,RIPE,Company's website,"The number of shareholders decreased during 2019 from 483,356 to 471,959. Ownership by the Swedish government as a percentage of outstanding shares was 38.4 percent",English,https://www.teliacompany.com/en/about-the-company/corporate-governance/shareholders/,,"G, E",,,
7613,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
17565,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
38443,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
38444,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
45430,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
45458,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
45781,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
131445,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
132681,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
133481,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
133848,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
133910,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
134162,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
134240,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
136045,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
136742,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
136995,SG-SINGTEL,ORG-AWNC1-AP-APNIC,"Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok",23.0,SG,Singapore,APNIC,Company's annual report,SINGTEL STRATEGIC INVESTMENTS PTE LTD: 23%,English,http://advanc.listedcompany.com/misc/ar/20190228-advanc-ar-2018-en.pdf,,E,,,
9498,SG-SINGTEL,ORG-BAL1-AP-APNIC,BHARTI Airtel Ltd.,36.5,SG,Singapore,APNIC,Company's annual report,"Bharti Telecom Limited (BTL) holds an equity interest of 50.1% in Airtel as at 31 March 2019. In BTL's standalone books, its loss comprised mainly interest charges on its borrowings.",English,https://cdn.aws.singtel.com/annualreport/2019/files/Singtel-AR2019-FULL_LR.pdf,"With the renunciation to GIC and upon the closing of the rights issue, Singtel’s effective interest in Airtel will be 35.2% (https://www.singtel.com/about-Us/news-releases/singtel-to-subscribe-to-bharti-airtels-rights-isue)","G, E",,,
24560,SG-SINGTEL,ORG-BAL1-AP-APNIC,BHARTI Airtel Ltd.,36.5,SG,Singapore,APNIC,Company's annual report,"Bharti Telecom Limited (BTL) holds an equity interest of 50.1% in Airtel as at 31 March 2019. In BTL's standalone books, its loss comprised mainly interest charges on its borrowings.",English,https://cdn.aws.singtel.com/annualreport/2019/files/Singtel-AR2019-FULL_LR.pdf,"With the renunciation to GIC and upon the closing of the rights issue, Singtel’s effective interest in Airtel will be 35.2% (https://www.singtel.com/about-Us/news-releases/singtel-to-subscribe-to-bharti-airtels-rights-isue)","G, E",,,
45514,SG-SINGTEL,ORG-BAL1-AP-APNIC,BHARTI Airtel Ltd.,36.5,SG,Singapore,APNIC,Company's annual report,"Bharti Telecom Limited (BTL) holds an equity interest of 50.1% in Airtel as at 31 March 2019. In BTL's standalone books, its loss comprised mainly interest charges on its borrowings.",English,https://cdn.aws.singtel.com/annualreport/2019/files/Singtel-AR2019-FULL_LR.pdf,"With the renunciation to GIC and upon the closing of the rights issue, Singtel’s effective interest in Airtel will be 35.2% (https://www.singtel.com/about-Us/news-releases/singtel-to-subscribe-to-bharti-airtels-rights-isue)","G, E",,,
45609,SG-SINGTEL,ORG-BAL1-AP-APNIC,BHARTI Airtel Ltd.,36.5,SG,Singapore,APNIC,Company's annual report,"Bharti Telecom Limited (BTL) holds an equity interest of 50.1% in Airtel as at 31 March 2019. In BTL's standalone books, its loss comprised mainly interest charges on its borrowings.",English,https://cdn.aws.singtel.com/annualreport/2019/files/Singtel-AR2019-FULL_LR.pdf,"With the renunciation to GIC and upon the closing of the rights issue, Singtel’s effective interest in Airtel will be 35.2% (https://www.singtel.com/about-Us/news-releases/singtel-to-subscribe-to-bharti-airtels-rights-isue)","G, E",,,
23996,SG-SINGTEL,ORG-GTI1-AP-APNIC,"Globe Telecom, Inc",20.1,SG,Singapore,APNIC,Company's website,STOCKHOLDERS: SingTel Group (20.10%),English,https://www.globe.com.ph/about-us/corporate-governance/shareholding-structure.html,,E,,,
132199,SG-SINGTEL,ORG-GTI1-AP-APNIC,"Globe Telecom, Inc",20.1,SG,Singapore,APNIC,Company's website,STOCKHOLDERS: SingTel Group (20.10%),English,https://www.globe.com.ph/about-us/corporate-governance/shareholding-structure.html,,E,,,
8346,SN-SONATEL,@aut-8346-RIPE,SONATEL-AS Autonomous System,27.0,SN,Senegal,AFRINIC,Company's website,Republique du Senegal 27%,French,https://sonatel.sn/finances-2/actionnariat/,Sonatel: 42.33 (https://www.orange.com/en/content/download/22742/471975/versio),"G, E",,,
328191,ST-CST,ORG-CSDT1-AFRINIC,Companhia Santomense de Telecomunicacoes,49.0,ST,Sao Tome and Principe,AFRINIC,Company's website,"A CST foi fundada em 20 de Dezembro de 1989 e iniciou a sua atividade comercial em 01 de Janeiro de 1990. E um operador global de telecomunicações, sob forma de Sociedade Anónima de Responsabilidade Limitada, de capital misto repartido pela Africatel Holding B.V que detém 51% e, pelo Estado Santomense que detem 49%.",Portuguese,https://cst.st/PT/sobre-nos/quem-somos,,"G, E",,,
6663,TR-TT,ORG-ERS6-RIPE,Euroweb Romania S.A.,30.0,TR,Turkey,RIPE,Company's website,"Since 2010, the main shareholder of Euroweb Romania SA is TT International Holdings BV, part of Turk Telekom group. Turk Telekom International provides single account management and unified network operations over the entire infrastructure which includes 19 countries in Central and Eastern Europe, Turkey, Middle East and the Caucasus",English,https://euroweb.ro/about-euroweb/?lang=en,"Turk Telekom privatized in 2005 and IPO'ed in 2008, underwent a successful transformation resulting in increased efficiency and enlarged scope of services. 55% of Turk Telekom shares belongs to LYY (LYY Telekomunikasyon A.S.), 25% belongs to Republic of Turkey Ministry of Treasury and Finance and 5% belongs to Turkey Wealth Fund. The remaining 15% is publicly traded. Turk Telekom shares are listed in Borsa Istanbul (BIST) since May 2008. (http://www.ttyatirimciiliskileri.com.tr/en-us/turk-telekom-group/investing-in-turk-telekom/pages/ownership-structure.aspx)",C,,,
20978,TR-TT,ORG-ITHA1-RIPE,AVEA Iletisim Hizmetleri A.S.,30.0,TR,Turkey,RIPE,Company's website,"Turk Telekom privatized in 2005 and IPO'ed in 2008, underwent a successful transformation resulting in increased efficiency and enlarged scope of services. 55% of Turk Telekom shares belongs to LYY (LYY Telekomunikasyon A.S.), 25% belongs to Republic of Turkey Ministry of Treasury and Finance and 5% belongs to Turkey Wealth Fund. The remaining 15% is publicly traded. Turk Telekom shares are listed in Borsa Istanbul (BIST) since May 2008.",English,http://www.ttyatirimciiliskileri.com.tr/en-us/turk-telekom-group/investing-in-turk-telekom/pages/ownership-structure.aspx,"Note: The Turk Telekom Shareholders' Agreement and the Articles of Association further state that the Republic of Turkey Ministry of Treasury and Finance owns a 'golden share' (Class C share). The 'golden share' is required under the Telephone Law and provides that, in order to protect Turkey's national interests relating to national security and the economy, the Republic of Turkey Ministry of Treasury and Finance approval is required for the following matters",E,,,
47331,TR-TT,ORG-TA300-RIPE,TTNet A.S.,30.0,TR,Turkey,RIPE,Company's website,"Turk Telekom privatized in 2005 and IPO'ed in 2008, underwent a successful transformation resulting in increased efficiency and enlarged scope of services. 55% of Türk Telekom shares belongs to LYY (LYY Telekomunikasyon A.Ş.), 25% belongs to Republic of Turkey Ministry of Treasury and Finance and 5% belongs to Turkey Wealth Fund",English,http://www.ttyatirimciiliskileri.com.tr/en-us/turk-telekom-group/investing-in-turk-telekom/pages/ownership-structure.aspx,"Turk Telekom, with 179 years of history, is the first integrated telecommunications operator in Turkey. In 2015, Turk Telekomunikasyon A.S. adopted a 'customer-oriented' and integrated structure in order to respond to the rapidly changing communication and technology needs of customers in the most powerful and accurate way, while maintaining the legal entities of TT Mobil Iletisim Hizmetleri A.A. and TTNET A.A. intact and adhering to the rules and regulations to which they are subject (http://www.ttyatirimciiliskileri.com.tr/en-us/turk-telekom-group/investing-in-turk-telekom/pages/default.aspx)","G, E",,,
6755,TR-TT,ORG-TT3-RIPE,Turk Telekomunikasyon Anonim Sirketi,30.0,TR,Turkey,RIPE,Company's website,"Turk Telekom privatized in 2005 and IPO'ed in 2008, underwent a successful transformation resulting in increased efficiency and enlarged scope of services. 55% of Türk Telekom shares belongs to LYY (LYY Telekomunikasyon A.Ş.), 25% belongs to Republic of Turkey Ministry of Treasury and Finance and 5% belongs to Turkey Wealth Fund",English,http://www.ttyatirimciiliskileri.com.tr/en-us/turk-telekom-group/investing-in-turk-telekom/pages/ownership-structure.aspx,,"G, E",,,
9121,TR-TT,ORG-TT3-RIPE,Turk Telekomunikasyon Anonim Sirketi,30.0,TR,Turkey,RIPE,Company's website,"Turk Telekom privatized in 2005 and IPO'ed in 2008, underwent a successful transformation resulting in increased efficiency and enlarged scope of services. 55% of Türk Telekom shares belongs to LYY (LYY Telekomunikasyon A.Ş.), 25% belongs to Republic of Turkey Ministry of Treasury and Finance and 5% belongs to Turkey Wealth Fund",English,http://www.ttyatirimciiliskileri.com.tr/en-us/turk-telekom-group/investing-in-turk-telekom/pages/ownership-structure.aspx,,"G, E",,,
4782,TW-CHT,@aut-17421-APNIC,,35.29,TW,Taiwan,APNIC,Company's annual report,Ministry of Transportation and Communications (MOTC): 35.29%,English,https://www.cht.com.tw/home/cht/-/media/Web/PDF/Investors/Annual-Report-EN/2019/2019_annual_report_en.pdf,,E,,,
7481,TW-CHT,@aut-17421-APNIC,,35.29,TW,Taiwan,APNIC,Company's annual report,Ministry of Transportation and Communications (MOTC): 35.29%,English,https://www.cht.com.tw/home/cht/-/media/Web/PDF/Investors/Annual-Report-EN/2019/2019_annual_report_en.pdf,,E,,,
9680,TW-CHT,@aut-17421-APNIC,,35.29,TW,Taiwan,APNIC,Company's annual report,Ministry of Transportation and Communications (MOTC): 35.29%,English,https://www.cht.com.tw/home/cht/-/media/Web/PDF/Investors/Annual-Report-EN/2019/2019_annual_report_en.pdf,,E,,,
17419,TW-CHT,@aut-17421-APNIC,,35.29,TW,Taiwan,APNIC,Company's annual report,Ministry of Transportation and Communications (MOTC): 35.29%,English,https://www.cht.com.tw/home/cht/-/media/Web/PDF/Investors/Annual-Report-EN/2019/2019_annual_report_en.pdf,,E,,,
17421,TW-CHT,@aut-17421-APNIC,,35.29,TW,Taiwan,APNIC,Company's annual report,Ministry of Transportation and Communications (MOTC): 35.29%,English,https://www.cht.com.tw/home/cht/-/media/Web/PDF/Investors/Annual-Report-EN/2019/2019_annual_report_en.pdf,,E,,,
18184,TW-CHT,@aut-17421-APNIC,,35.29,TW,Taiwan,APNIC,Company's annual report,Ministry of Transportation and Communications (MOTC): 35.29%,English,https://www.cht.com.tw/home/cht/-/media/Web/PDF/Investors/Annual-Report-EN/2019/2019_annual_report_en.pdf,,E,,,
131598,TW-CHT,@aut-17421-APNIC,,35.29,TW,Taiwan,APNIC,Company's annual report,Ministry of Transportation and Communications (MOTC): 35.29%,English,https://www.cht.com.tw/home/cht/-/media/Web/PDF/Investors/Annual-Report-EN/2019/2019_annual_report_en.pdf,,E,,,
24158,TW-MOBILE,@aut-24158-APNIC,,6.89,TW,Taiwan,APNIC,Company's website,Holding percentage: Government agencies (6.89%),English,https://english.taiwanmobile.com/investor/majorInstitutionalShareholders.html,,E,,,
131614,TW-MOBILE,@aut-24158-APNIC,,6.89,TW,Taiwan,APNIC,Company's website,Holding percentage: Government agencies (6.89%),English,https://english.taiwanmobile.com/investor/majorInstitutionalShareholders.html,,E,,,
3462,TW-CHT,ORG-CTCL1-AP-APNIC,Data Communication Business Group,35.29,TW,Taiwan,APNIC,Company's annual report,Ministry of Transportation and Communications (MOTC): 35.29%,English,https://www.cht.com.tw/home/cht/-/media/Web/PDF/Investors/Annual-Report-EN/2019/2019_annual_report_en.pdf,,"G, E",,,
9505,TW-CHT,ORG-CTCL1-AP-APNIC,Data Communication Business Group,35.29,TW,Taiwan,APNIC,Company's annual report,Ministry of Transportation and Communications (MOTC): 35.29%,English,https://www.cht.com.tw/home/cht/-/media/Web/PDF/Investors/Annual-Report-EN/2019/2019_annual_report_en.pdf,,"G, E",,,
10126,TW-CHT,ORG-CTCL1-AP-APNIC,Data Communication Business Group,35.29,TW,Taiwan,APNIC,Company's annual report,Ministry of Transportation and Communications (MOTC): 35.29%,English,https://www.cht.com.tw/home/cht/-/media/Web/PDF/Investors/Annual-Report-EN/2019/2019_annual_report_en.pdf,,"G, E",,,
136255,VN-VIETTEL,ORG-MNTC1-AP-APNIC,"Myanmar National Tele & Communications Co., Ltd",49.0,VN,Vietnam,APNIC,Company's website,"Formation of Mytel company, Viettel contributes 49 per cent stakes in the joint venture while the Myanmar consortium (comprising of 11 companies) has a 23 per cent stake. The government-owned Start High Public co Ltd will hold a 28 per cent stake in this JV.",English,https://mytel.com.mm/about/1503794155695,,"G, E",,,
4657,QA-OOREDOO,ORG-SIPL5-AP-APNIC,Singapore Government Network AS,25.0,QA,Qatar,RIPE,Company's website,"StarHub. Ltd: AMH has a 56.0 percent stake in StarHub Ltd ('StarHub') which equates to an Ooredoo effective stake of 14.0 percent. Launched in 2000 StarHub is afully integrated communication company offering a full range of information, communications and entertainment services for both consumers and corporate markets.",English,https://www.ooredoo.com/en/who_we_are/partnerships/,"Ooredoo owns a 25 percent stake in AMH, a mobile investment company formed in 2007. The remaining 75 percent stake is owned by Singapore Technologies Telemedia ('ST Telemedia'). Together ST Telemedia and Ooredoo are committed to exploring and investing in new opportunities as well as strengthening existing businesses in the Asia Pacific region. AMH is incorporated in Singapore.",W,ORG-QT1-RIPE,SG,Singapore
7634,QA-OOREDOO,ORG-SIPL5-AP-APNIC,Singapore Government Network AS,25.0,QA,Qatar,RIPE,Company's website,"StarHub. Ltd: AMH has a 56.0 percent stake in StarHub Ltd ('StarHub') which equates to an Ooredoo effective stake of 14.0 percent. Launched in 2000 StarHub is afully integrated communication company offering a full range of information, communications and entertainment services for both consumers and corporate markets.",English,https://www.ooredoo.com/en/who_we_are/partnerships/,"Ooredoo owns a 25 percent stake in AMH, a mobile investment company formed in 2007. The remaining 75 percent stake is owned by Singapore Technologies Telemedia ('ST Telemedia'). Together ST Telemedia and Ooredoo are committed to exploring and investing in new opportunities as well as strengthening existing businesses in the Asia Pacific region. AMH is incorporated in Singapore.",W,ORG-QT1-RIPE,SG,Singapore
9874,QA-OOREDOO,ORG-SIPL5-AP-APNIC,Singapore Government Network AS,25.0,QA,Qatar,RIPE,Company's website,"StarHub. Ltd: AMH has a 56.0 percent stake in StarHub Ltd ('StarHub') which equates to an Ooredoo effective stake of 14.0 percent. Launched in 2000 StarHub is afully integrated communication company offering a full range of information, communications and entertainment services for both consumers and corporate markets.",English,https://www.ooredoo.com/en/who_we_are/partnerships/,"Ooredoo owns a 25 percent stake in AMH, a mobile investment company formed in 2007. The remaining 75 percent stake is owned by Singapore Technologies Telemedia ('ST Telemedia'). Together ST Telemedia and Ooredoo are committed to exploring and investing in new opportunities as well as strengthening existing businesses in the Asia Pacific region. AMH is incorporated in Singapore.",W,ORG-QT1-RIPE,SG,Singapore
38861,QA-OOREDOO,ORG-SIPL5-AP-APNIC,Singapore Government Network AS,25.0,QA,Qatar,RIPE,Company's website,"StarHub. Ltd: AMH has a 56.0 percent stake in StarHub Ltd ('StarHub') which equates to an Ooredoo effective stake of 14.0 percent. Launched in 2000 StarHub is afully integrated communication company offering a full range of information, communications and entertainment services for both consumers and corporate markets.",English,https://www.ooredoo.com/en/who_we_are/partnerships/,"Ooredoo owns a 25 percent stake in AMH, a mobile investment company formed in 2007. The remaining 75 percent stake is owned by Singapore Technologies Telemedia ('ST Telemedia'). Together ST Telemedia and Ooredoo are committed to exploring and investing in new opportunities as well as strengthening existing businesses in the Asia Pacific region. AMH is incorporated in Singapore.",W,ORG-QT1-RIPE,SG,Singapore
55430,QA-OOREDOO,ORG-SIPL5-AP-APNIC,Singapore Government Network AS,25.0,QA,Qatar,RIPE,Company's website,"StarHub. Ltd: AMH has a 56.0 percent stake in StarHub Ltd ('StarHub') which equates to an Ooredoo effective stake of 14.0 percent. Launched in 2000 StarHub is afully integrated communication company offering a full range of information, communications and entertainment services for both consumers and corporate markets.",English,https://www.ooredoo.com/en/who_we_are/partnerships/,"Ooredoo owns a 25 percent stake in AMH, a mobile investment company formed in 2007. The remaining 75 percent stake is owned by Singapore Technologies Telemedia ('ST Telemedia'). Together ST Telemedia and Ooredoo are committed to exploring and investing in new opportunities as well as strengthening existing businesses in the Asia Pacific region. AMH is incorporated in Singapore.",W,ORG-QT1-RIPE,SG,Singapore
