org_id,asn
ORG-FT2-RIPE,2354
ORG-FT2-RIPE,2355
ORG-FT2-RIPE,2356
ORG-FT2-RIPE,2357
ORG-FT2-RIPE,2358
ORG-FT2-RIPE,2359
ORG-FT2-RIPE,2360
ORG-FT2-RIPE,2361
ORG-FT2-RIPE,2362
ORG-FT2-RIPE,2363
ORG-FT2-RIPE,2364
ORG-FT2-RIPE,2365
ORG-FT2-RIPE,2366
ORG-FT2-RIPE,2367
ORG-FT2-RIPE,2368
ORG-FT2-RIPE,2369
ORG-FT2-RIPE,2370
ORG-FT2-RIPE,2371
ORG-FT2-RIPE,2372
ORG-FT2-RIPE,2373
ORG-FT2-RIPE,2374
ORG-FT2-RIPE,2375
ORG-FT2-RIPE,2376
ORG-FT2-RIPE,2377
ORG-FT2-RIPE,2917
ORG-FT2-RIPE,3215
ORG-FT2-RIPE,5511
ORG-FT2-RIPE,5583
ORG-FT2-RIPE,8418
ORG-FT2-RIPE,8891
ORG-FT2-RIPE,16028
ORG-FT2-RIPE,20603
ORG-FT2-RIPE,24600
ORG-FT2-RIPE,25113
ORG-FT2-RIPE,25186
ORG-FT2-RIPE,28708
ORG-FT2-RIPE,41128
ORG-FT2-RIPE,199140
@aut-19863-LACNIC,19863
@aut-9605-JPNIC,9605
@family-17448,4713
@family-17448,7515
@family-17448,7674
@family-17448,9598
@family-17448,18131
@family-17448,18259
@family-17448,23779
@family-17448,24265
@family-17448,37900
@family-17448,37923
@family-17448,38629
@family-17448,38639
@family-17448,38645
@family-17448,131155
@aut-12455-RIPE,12455
ORG-SL70-AFRINIC,33771
ORG-SL70-AFRINIC,37061
ORG-MTC1-RIPE,42961
ORG-LMTC1-RIPE,12847
ORG-LMTC1-RIPE,24921
@aut-6713-RIPE,6713
ORG-TCML1-RIPE,25139
ORG-ORN1-AFRINIC,37228
ORG-ORN1-AFRINIC,327755
@aut-15706-RIPE,15706
ORG-TA45-RIPE,1729
ORG-TA45-RIPE,3301
ORG-TA45-RIPE,3309
ORG-TA45-RIPE,8233
ORG-TA45-RIPE,8516
ORG-TA45-RIPE,8532
ORG-TA45-RIPE,8837
ORG-TA45-RIPE,8979
ORG-TCA23-RIPE,1299
ORG-AWNC1-AP-APNIC,7613
ORG-AWNC1-AP-APNIC,17565
ORG-AWNC1-AP-APNIC,38443
ORG-AWNC1-AP-APNIC,38444
ORG-AWNC1-AP-APNIC,45430
ORG-AWNC1-AP-APNIC,45458
ORG-AWNC1-AP-APNIC,45781
ORG-AWNC1-AP-APNIC,131445
ORG-AWNC1-AP-APNIC,132681
ORG-AWNC1-AP-APNIC,133481
ORG-AWNC1-AP-APNIC,133848
ORG-AWNC1-AP-APNIC,133910
ORG-AWNC1-AP-APNIC,134162
ORG-AWNC1-AP-APNIC,134240
ORG-AWNC1-AP-APNIC,136045
ORG-AWNC1-AP-APNIC,136742
ORG-AWNC1-AP-APNIC,136995
ORG-BAL1-AP-APNIC,9498
ORG-BAL1-AP-APNIC,24560
ORG-BAL1-AP-APNIC,45514
ORG-BAL1-AP-APNIC,45609
ORG-GTI1-AP-APNIC,23996
ORG-GTI1-AP-APNIC,132199
@aut-8346-RIPE,8346
ORG-CSDT1-AFRINIC,328191
ORG-ERS6-RIPE,6663
ORG-ITHA1-RIPE,20978
ORG-TA300-RIPE,47331
ORG-TT3-RIPE,6755
ORG-TT3-RIPE,9121
@aut-17421-APNIC,4782
@aut-17421-APNIC,7481
@aut-17421-APNIC,9680
@aut-17421-APNIC,17419
@aut-17421-APNIC,17421
@aut-17421-APNIC,18184
@aut-17421-APNIC,131598
@aut-24158-APNIC,24158
@aut-24158-APNIC,131614
ORG-CTCL1-AP-APNIC,3462
ORG-CTCL1-AP-APNIC,9505
ORG-CTCL1-AP-APNIC,10126
ORG-MNTC1-AP-APNIC,136255
ORG-SIPL5-AP-APNIC,4657
ORG-SIPL5-AP-APNIC,7634
ORG-SIPL5-AP-APNIC,9874
ORG-SIPL5-AP-APNIC,38861
ORG-SIPL5-AP-APNIC,55430
ORG-SIPL5-AP-APNIC,133097
